ticker,date,num_posts,mean_sent_hype,max_sent_hype,mean_sent_fomo,max_sent_fomo,mean_sent_fear,mean_sent_panic,mean_sent_sarcasm,mean_sent_confidence,mean_sent_anger,mean_sent_regret,share_hype_posts,share_fomo_posts,share_rocket_emoji,share_moon_emoji,share_diamond_emoji,share_money_emoji,avg_score,avg_num_comments,close,volume,ret,vol_ma20,rolling_vol_10d,rolling_vol_20d,mean_abs_daily_return,std_daily_return,avg_10d_vol,peak_10d_vol,peak_20d_vol,annualized_volatility,composite_score,ret_lead1,vol_lead1,meme_alert
AMC,2024-03-26,1,0.9,0.9,0.8,0.8,0,0,0,0.85,0,0,1,1,1,0,1,0,5,0,4.070000171661377,13948700,-0.0049019657305172,0.7159673858546686,0.31289752808920257,0.6463772425252298,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.06423134163906778,12992400,0
AMC,2024-04-05,1,0.9,0.9,0.8,0.8,-0.1,0,0,0.85,0,0,1,1,1,0,1,1,1,0,3.009999990463257,11341100,0.00332778692432145,0.7159673858546686,1.150747809980922,0.8709969772055538,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.02013488907673137,9716600,0
AMC,2024-04-22,1,0.8,0.8,0.7,0.7,0,0,0,0.85,0,0,1,1,0,0,0,0,1,0,3.4200000762939453,26989500,0.07906851862225396,0.7159673858546686,1.042561693079598,1.136617083421513,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00881062104514197,16326100,0
AMC,2024-04-24,1,0.8,0.8,0.6,0.6,0,0,0,0.75,0,0,1,1,1,0,1,0,1,0,3.2799999713897705,13666600,-0.03298653866412129,0.7159673858546686,1.0262740207167218,1.1387393554460687,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0,13258800,0
AMC,2024-04-30,1,0.95,0.95,0.8,0.8,-0.1,0,0.5,0.9,0,0,1,1,1,0,1,0,1,0,2.930000066757202,9370200,-0.03356016426595409,0.7159673858546686,1.037564962698318,0.8902245670447242,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.01355951663467847,14782600,0
AMC,2024-05-08,1,0.95,0.95,0.8,0.8,-0.1,0,0,0.9,0,0,1,1,1,0,1,0,1,0,3.190000057220459,26939000,0,0.7159673858546686,0.8062441456825075,0.9095112975775697,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.04487935974888609,33694700,0
AMC,2024-05-09,1,0.95,0.95,0.8,0.8,-0.1,0,0,0.9,0,0,1,1,1,0,1,0,1,0,3.049999952316284,33694700,-0.04487935974888609,0.7159673858546686,0.8329429205464274,0.9257844944467268,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.04698846430683228,24069800,0
AMC,2024-05-10,1,0.8,0.8,0.6,0.6,0,0,0,0.75,0,0,1,1,1,0,0,0,1,0,2.9100000858306885,24069800,-0.04698846430683228,0.7159673858546686,0.8109982031143947,0.9193442834738408,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.5785805975244511,522639600,1
AMC,2024-05-13,4,0.8,0.95,0.65,0.8,0,0,0,0.7375,0,0,1,0.75,0.5,0.25,0.25,0,1,0,5.190000057220459,522639600,0.5785805975244511,0.7159673858546686,2.9831940117731195,2.2044669635392258,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.2775149301489472,634246600,1
AMC,2024-05-14,23,0.4,0.8,0.3,0.6,0,0,0,0.375,0,0,0.5,0.5,0,0,0,0,1,0,6.849999904632568,634246600,0.2775149301489472,0.7159673858546686,3.133027746764973,2.35748619040028,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.22314353391139372,309600900,0
AMC,2024-05-15,7,0.39999999999999997,0.9,0.33999999999999997,0.7,0.12,0.06,0,0.48000000000000004,0.04,0.1,0.8,0.2,0.2,0,0.2,0,1.1428571428571428,0.14285714285714285,5.480000019073486,309600900,-0.22314353391139372,0.7159673858546686,3.489089821407898,2.535199487990602,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.16639076697697996,129501900,0
AMC,2024-05-16,1,0.8,0.8,0.6,0.6,0,0,0,0.75,0,0,1,1,0,0,0,1,1,0,4.639999866485596,129501900,-0.16639076697697996,0.7159673858546686,3.6726679972626366,2.6254162543603003,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.05310977486487591,100445600,0
AMC,2024-05-24,1,-0.5,-0.5,0,0,0.3,0,0.2,-0.6,0.8,0,0,0,0,0,0,0,1,0,4.840000152587891,41243200,0.06178747737235514,0.7159673858546686,3.7362910915128857,2.6869009587614467,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.00823049106109987,77858600,0
AMC,2024-05-28,1,0.8,0.8,0.6,0.6,0,0,0,0.75,0,0,1,1,0,0,0,0,1,0,4.880000114440918,77858600,0.00823049106109987,0.7159673858546686,2.30276798695992,2.6392986263693476,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.08106784653978927,40969500,0
AMC,2024-05-29,1,0.5,0.5,0.3,0.3,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,4.5,40969500,-0.08106784653978927,0.7159673858546686,1.6872009983199765,2.6583185274491226,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.061875399208989,32578400,0
AMC,2024-05-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.230000019073486,32578400,-0.061875399208989,0.7159673858546686,1.3661180589358144,2.674724884130723,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.02336552682726442,29705800,0
AMC,2024-05-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.329999923706055,29705800,0.02336552682726442,0.7159673858546686,1.1316620293929414,2.6716975357065613,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.10512954782697496,139690700,1
AMC,2024-06-03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.809999942779541,139690700,0.10512954782697496,0.7159673858546686,1.2256857953225435,2.687593424278535,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00416666876257797,33712600,0
AMC,2024-06-04,6,0.5833333333333334,0.95,0.4666666666666667,0.8,0,0,0,0.55,0,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0,1,0.16666666666666666,4.789999961853027,33712600,-0.00416666876257797,0.7159673858546686,1.1319848386586375,2.687718593100738,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.07246632973464597,61745800,0
AMC,2024-06-05,4,0.4125,0.95,0.3,0.8,-0.025,0,0,0.525,0,0,0.25,0.25,0.25,0,0.25,0,1,0,5.150000095367432,61745800,0.07246632973464597,0.7159673858546686,1.1657738442520331,2.6874301615339578,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.11713555180288776,131091600,1
AMC,2024-06-06,4,0.775,0.9,0.55,0.8,-0.15000000000000002,0,0,0.725,0,0,0.75,0.5,0.25,0,0,0,1,0,5.789999961853027,131091600,0.11713555180288776,0.7159673858546686,1.2335469369901375,2.705688284509418,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.16485837426701494,157290600,0
AMC,2024-06-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.909999847412109,157290600,-0.16485837426701494,0.7159673858546686,1.4146442483232629,2.7820528355051004,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.04158599460199397,30490800,0
AMC,2024-06-10,2,0.8,0.8,0.6,0.6,0,0,0,0.725,0,0,1,1,0,0,0,0,1,0,4.710000038146973,30490800,-0.04158599460199397,0.7159673858546686,1.3988944379319022,2.7802949946541013,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.10280944557390488,64375800,1
AMC,2024-06-11,2,0.8500000000000001,0.9,0.7,0.8,0,0,0,0.8,0,0,1,1,0.5,0,0.5,0,1,0,5.21999979019165,64375800,0.10280944557390488,0.7159673858546686,1.4967754605953667,1.8931619071008243,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.06122345097191087,45701400,0
AMC,2024-06-12,1,0.8,0.8,0.6,0.6,0,0,0,0.85,0,0,1,1,0,0,0,0,1,0,4.909999847412109,45701400,-0.06122345097191087,0.7159673858546686,1.4672035364843914,1.5933664879191507,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.05738467817813444,33608500,0
AMC,2024-06-13,1,0.8,0.8,0.6,0.6,0,0,0,0.75,0,0,1,1,0,0,0,0,1,0,5.199999809265137,33608500,0.05738467817813444,0.7159673858546686,1.4281566353321886,1.4120131374786686,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.04122272501227673,33427200,0
AMC,2024-06-17,2,0.5,0.5,0.3,0.3,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,4.889999866485596,27869500,-0.02024358771210169,0.7159673858546686,1.375690415789039,1.2694771975582866,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00615381079871946,18998000,0
AMC,2025-01-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.799999952316284,10200800,-0.03871453680086352,0.7159673858546686,0.2583615228878734,0.352593173037852,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.0793850194232402,15174900,0
AMC,2025-02-06,1,0.7,0.7,0.3,0.3,0,0,0,0.8,0,0,1,0,0,0,0,0,1,1,3.0999999046325684,4956800,-0.00963096038724232,0.7159673858546686,0.34337426213035427,0.5709526538480193,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0,6157900,0
AMC,2025-02-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5,18230200,0.05581479639354426,0.7159673858546686,0.41822984871773095,0.4935295600522031,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00573066922809818,13778700,0
AMC,2025-04-15,1,-0.3,-0.3,0,0,0.6,0.2,0,-0.2,0,0,0,0,0,0,0,0,1,0,2.9600000381469727,5017100,0.02739894733917599,0.7159673858546686,0.6080356725329021,0.4727221178453417,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.05556988107220008,7203200,0
AMC,2025-04-22,3,0.8,0.8,0.2,0.2,-0.1,0,0,0.9,0,0,1,0,1,0,0,1,1,0,2.7200000286102295,6926300,0.01109067594107906,0.7159673858546686,0.642876456860943,0.510864031214855,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00368324185838955,7580100,0
AMC,2025-04-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.7100000381469727,7580100,-0.00368324185838955,0.7159673858546686,0.6117073284316582,0.5108331537524793,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0,6191100,0
AMC,2025-04-25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.7100000381469727,5428200,0,0.7159673858546686,0.3828164959216224,0.5065340320165438,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.00368324185838948,5703000,0
AMC,2025-04-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.7200000286102295,5703000,0.00368324185838948,0.7159673858546686,0.3756999672764928,0.4997969563900729,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.01481507139420387,6546300,0
AMC,2025-04-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6700000762939453,9621100,-0.00373831844549973,0.7159673858546686,0.3149604884831792,0.4902599858900973,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00751882500082887,8140600,0
AMC,2025-05-02,2,-0.025000000000000022,0.75,0.3,0.6,0.25,0.15,0,0.10000000000000003,0.1,0.2,0.5,0.5,0,0,0,0,1,0,2.680000066757202,7793000,0.01125714344632857,0.7159673858546686,0.20600845320846975,0.4690978792103318,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.01503786253751492,6193000,0
AMC,2025-05-05,3,-0.3,-0.3,0,0,0.75,0.4,0,-0.2,0,0,0,0,0,0,0,0,34.666666666666664,11.333333333333334,2.640000104904175,6193000,-0.01503786253751492,0.7159673858546686,0.1456642247188353,0.47223195506074034,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.01503786253751483,6745600,0
AMC,2025-05-06,2,0.2,0.2,0.1,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0.5,1,2.680000066757202,6745600,0.01503786253751483,0.7159673858546686,0.1564510312902967,0.4553824278514174,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.01113182953581437,8545600,0
AMC,2025-05-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.7100000381469727,8545600,0.01113182953581437,0.7159673858546686,0.16787294295185703,0.43695239887032106,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,-0.00369685829706435,10674100,0
AMC,2025-05-08,1,0.6,0.6,0.5,0.5,0,0,0,0.7,0,0.2,1,0,0,0,0,0,1,1,2.700000047683716,10674100,-0.00369685829706435,0.7159673858546686,0.16889561083487484,0.2977981335401091,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0.01104982551257463,8517400,0
AMC,2025-05-09,1,0.5,0.5,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,2.7300000190734863,8517400,0.01104982551257463,0.7159673858546686,0.17841348369343765,0.2982506972811909,0.03210331818365797,0.05529259952792502,0.6744199721902494,3.7671709478211106,2.7820528355051004,0.877742806159062,3.466677617840192,0,8816400,0
ATER,2025-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.259999990463257,215000,0.10241501990776827,0.8087566260912986,0.7157986703763813,0.5864070170983245,0.03876186523079716,0.05459108985949192,0.7726301553734874,1.912309914694595,1.4814241294864037,0.8666066854091738,3.667231919745073,-0.04989692256788122,106400,0
ATOS,2025-02-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.8399999737739563,595100,0.01197617993282581,0.6514385967233917,0.6640452375198574,0.6824936123454055,0.03281310419450795,0.04374966713677596,0.6455743457412466,1.346341050433948,1.2704965777408124,0.6945044351145867,3.098589294998233,0.04652004143776977,626800,0
ATOS,2025-03-13,2,-0.30000000000000004,0.2,0,0,0.7,0.44999999999999996,0,-0.15,0,0.25,0,0,0,0,0,0.5,1,1,0.6899999976158142,1076000,-0.04255965761056675,0.6514385967233917,0.369241062711769,0.5083558021360294,0.03281310419450795,0.04374966713677596,0.6455743457412466,1.346341050433948,1.2704965777408124,0.6945044351145867,3.098589294998233,0.04255965761056673,394700,0
BB,2024-05-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4700000286102295,93932200,0.1127525214763782,0.586203441926041,0.727502593432224,0.5718973727766198,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,-0.07167245906412147,30823100,0
BB,2024-05-15,2,0.6,0.6,0.25,0.3,0,0,0,0.75,0,0,1,0,0,0,0,0,1,0,3.2300000190734863,30823100,-0.07167245906412147,0.586203441926041,0.8666619344528508,0.6444897116003206,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,-0.0639195330607115,12003300,0
BB,2024-05-16,2,0.35,0.9,0.4,0.8,0,0,0.25,0.575,0,0,0.5,0.5,0,0.5,0,0,1,0,3.0299999713897705,12003300,-0.0639195330607115,0.586203441926041,0.9415033792629924,0.692740128371624,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,-0.03015300926562655,9107800,0
BB,2024-05-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8399999141693115,8203600,-0.048119284966771,0.586203441926041,0.9340208635669724,0.7099913506934518,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,0.01398631193324272,4188500,0
BB,2025-02-06,1,0.6,0.6,0.3,0.3,0.2,0,0,0.75,0,0.2,1,0,0,0,0,0,1,1,5.159999847412109,28616000,0.01562530335027708,0.586203441926041,0.6340303827587133,0.5438449350814551,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,0.0172915266813581,27338100,0
BB,2025-03-04,1,0.6,0.6,0.7,0.7,0.3,0,0,0.5,0,0.4,1,1,0,0,0,0,1,1,4.420000076293945,32250700,0.00681051667690455,0.586203441926041,0.6553359577955514,0.8983033296489459,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,0.0507275267577097,18558400,0
BB,2025-04-23,1,0.6,0.6,0.3,0.3,0,0,0.2,0.8,0,0.1,1,0,0,0,0,0,1,0,3.2899999618530273,18397600,0.03715594122577638,0.586203441926041,0.7910504241622736,0.7668943342363169,0.02640608288630819,0.03851584583263508,0.5575686356371604,1.4601802319405968,1.1203724379390034,0.6114200976507356,2.5380691541290883,0.02698819017073072,10829100,0
BITF,2025-03-07,1,0.6,0.6,0.3,0.3,0,0,0,0.8,0,0,1,0,0,0,0,0,1,1,1.2400000095367432,42959900,0.10178269774338962,0.898055991638276,0.9996449333160916,0.7712203700240554,0.04437611142966986,0.05740467555410563,0.8758204854233599,1.72122319180282,1.399508380046344,0.9112709736510746,4.105920435180683,-0.11075135909613389,31063400,0
BLNK,2024-01-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.859999895095825,8809900,-0.05774102192697861,0.7968145682685647,0.9796659704517692,NA,0.03949409933741656,0.05142818022077535,0.7765456826908932,1.70667736123255,1.3439098231859312,0.8163970514686947,3.679147196671636,-0.00701756620093837,7558200,0
BLNK,2025-02-10,1,-0.3,-0.3,0,0,0.6,0.3,0,-0.2,0,0.4,0,0,0,0,0,0,1,1,1.0700000524520874,4905900,-0.0093023833781014,0.7968145682685647,0.5181337225573321,0.4967197593942958,0.03949409933741656,0.05142818022077535,0.7765456826908932,1.70667736123255,1.3439098231859312,0.8163970514686947,3.679147196671636,-0.00938984335204676,4515400,0
BLNK,2025-03-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0299999713897705,1517900,0,0.7968145682685647,1.176468919291291,0.9771279721358151,0.03949409933741656,0.05142818022077535,0.7765456826908932,1.70667736123255,1.3439098231859312,0.8163970514686947,3.679147196671636,-0.02955877446462216,1730100,0
BYND,2025-04-16,1,-0.3,-0.3,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,0,1,1,2.559999942779541,1600700,0.0039138956688909,0.6728547700007939,0.8236939133938367,0.6513277121144546,0.03147036965159199,0.04448535071721365,0.648333442776206,1.763317552440438,1.329393286338698,0.7061830498994169,3.0148282379189633,0.07522344013398782,4413900,0
